X,x,fecha
11512,mecanismos,21_1
11513,indizacion,21_1
11514,forma,21_1
11515,aceleracion,21_1
11516,inflacionaria,21_1
11517,eu,21_1
11518,xo,21_1
11519,fw,21_1
11520,eu,21_1
11521,xo,21_1
11522,fw,21_1
11523,salarios,21_1
11524,nominales,21_1
11525,impedido,21_1
11526,salarios,21_1
11527,reales,21_1
11528,ajusten,21_1
11529,suficiente,21_1
11530,instituto,21_1
11531,nacional,21_1
11532,banco,21_1
11533,absorber,21_1
11534,mano,21_1
11535,obra,21_1
11536,desocupada,21_1
11537,luego,21_1
11538,solo,21_1
11539,salarios,21_1
11540,sector,21_1
11541,publico,21_1
11542,creciendo,21_1
11543,menos,21_1
11544,proyecciones,21_1
11545,basadas,21_1
11546,inflacion,21_1
11547,rezagada,21_1
11548,embargo,21_1
11549,impacto,21_1
11550,empleo,21_1
11551,indirecto,21_1
11552,puesto,21_1
11553,decisiones,21_1
11554,creacion,21_1
11555,empleo,21_1
11556,variacion,21_1
11557,salarios,21_1
11558,nominales,21_1
11559,sector,21_1
11560,decisiones,21_1
11561,mercado,21_1
11562,publicos,21_1
11563,incremento,21_1
11564,salario,21_1
11565,minimo,21_1
11566,terminos,21_1
11567,reales,21_1
11568,relativos,21_1
11569,salario,21_1
11570,haber,21_1
11571,puesto,21_1
11572,proyectado,21_1
11573,situacion,21_1
11574,fragilidad,21_1
11575,empleo,21_1
11576,aquellos,21_1
11577,grupos,21_1
11578,trabajadores,21_1
11579,menor,21_1
11580,calificacion,21_1
11581,jovenes,21_1
11582,luego,21_1
11583,posible,21_1
11584,caida,21_1
11585,demanda,21_1
11586,efectivo,21_1
11587,trabajo,21_1
11588,afectado,21_1
11589,particularmente,21_1
11590,trabajadores,21_1
11591,actualidad,21_1
11592,salario,21_1
11593,minimo,21_1
11594,desincentivo,21_1
11595,creacion,21_1
11596,empleo,21_1
11597,grupos,21_1
11598,evidencia,21_1
11599,respecto,21_1
11600,observa,21_1
11601,aumento,21_1
11602,salario,21_1
11603,minimo,21_1
11604,coincidio,21_1
11605,aceleracion,21_1
11606,caida,21_1
11607,razon,21_1
11608,empleo,21_1
11609,trabajadores,21_1
11610,empleo,21_1
11611,du,21_1
11612,d,21_1
11613,xo,21_1
11614,hs,21_1
11615,ry,21_1
11616,du,21_1
11617,d,21_1
11618,xo,21_1
11619,hs,21_1
11620,ry,21_1
11621,instituto,21_1
11622,nacional,21_1
11623,banco,21_1
11624,lugar,21_1
11625,rigidez,21_1
11626,salarios,21_1
11627,reales,21_1
11628,impedido,21_1
11629,absorber,21_1
11630,desem,21_1
11631,pleo,21_1
11632,generado,21_1
11633,ajustes,21_1
11634,eficiencia,21_1
11635,empresas,21_1
11636,realizaron,21_1
11637,hipotesis,21_1
11638,establece,21_1
11639,empresas,21_1
11640,aprovechan,21_1
11641,periodos,21_1
11642,recesivos,21_1
11643,realizar,21_1
11644,mejoras,21_1
11645,postergadas,21_1
11646,periodos,21_1
11647,razon,21_1
11648,empleo,21_1
11649,trabajadores,21_1
11650,bonanza,21_1
11651,asocia,21_1
11652,aumento,21_1
11653,razon,21_1
11654,producto,21_1
11655,empleo,21_1
11656,empleo,21_1
11657,salario,21_1
11658,minimo,21_1
11659,relativo,21_1
11660,luego,21_1
11661,economia,21_1
11662,recupera,21_1
11663,caida,21_1
11664,ocupacion,21_1
11665,toma,21_1
11666,razon,21_1
11667,empleo,21_1
11668,trabajadores,21_1
11669,razon,21_1
11670,salario,21_1
11671,minimo,21_1
11672,tiempo,21_1
11673,reabsorberse,21_1
11674,especialmente,21_1
11675,producen,21_1
11676,ajustes,21_1
11677,nece,21_1
11678,empleo,21_1
11679,salario,21_1
11680,movil,21_1
11681,sarios,21_1
11682,salarios,21_1
11683,reales,21_1
11684,observar,21_1
11685,princi,21_1
11686,palmente,21_1
11687,productividad,21_1
11688,media,21_1
11689,trabajo,21_1
11690,industria,21_1
11691,menor,21_1
11692,grado,21_1
11693,comercio,21_1
11694,crecido,21_1
11695,importantes,21_1
11696,cuarto,21_1
11697,argumentar,21_1
11698,crecimiento,21_1
11699,inversion,21_1
11700,progre,21_1
11701,sando,21_1
11702,ritmo,21_1
11703,lento,21_1
11704,suficiente,21_1
11705,absorber,21_1
11706,desempleados,21_1
11707,existentes,21_1
11708,sector,21_1
11709,construccion,21_1
11710,evidencia,21_1
11711,apunta,21_1
11712,recuperacion,21_1
11713,inversion,21_1
11714,ahora,21_1
11715,acorde,21_1
11716,desarrollo,21_1
11717,fundamentos,21_1
11718,tales,21_1
11719,amplia,21_1
11720,capacidad,21_1
11721,ociosa,21_1
11722,mercado,21_1
11723,vivienda,21_1
11724,politica,21_1
11725,fiscal,21_1
11726,austeridad,21_1
11727,expansion,21_1
11728,inversion,21_1
11729,espera,21_1
11730,continue,21_1
11731,forma,21_1
11732,gradual,21_1
11733,medida,21_1
11734,absorban,21_1
11735,holguras,21_1
11736,actuales,21_1
11737,redundara,21_1
11738,reduccion,21_1
11739,instituto,21_1
11740,nacional,21_1
11741,banco,21_1
11742,desocupacion,21_1
11743,construccion,21_1
11744,largo,21_1
11745,ahora,21_1
11746,aprecia,21_1
11747,empleo,21_1
11748,desocupacion,21_1
11749,construccion,21_1
11750,comportan,21_1
11751,forma,21_1
11752,consistente,21_1
11753,crecimiento,21_1
11754,inversion,21_1
11755,respecto,21_1
11756,observa,21_1
11757,razon,21_1
11758,formacion,21_1
11759,bruta,21_1
11760,capital,21_1
11761,empleo,21_1
11762,sector,21_1
11763,construccion,21_1
11764,mantenido,21_1
11765,relativamente,21_1
11766,constante,21_1
11767,ciclo,21_1
11768,mien,21_1
11769,tras,21_1
11770,tasa,21_1
11771,desempleo,21_1
11772,sector,21_1
11773,experimentado,21_1
11774,fuertes,21_1
11775,fluctuaciones,21_1
11776,consecuencia,21_1
11777,aumento,21_1
11778,inversion,21_1
11779,debiera,21_1
11780,llevar,21_1
11781,empleo,21_1
11782,sector,21_1
11783,niveles,21_1
11784,altos,21_1
11785,reduciendo,21_1
11786,tasa,21_1
11787,desocupacion,21_1
11788,jadresic,21_1
11789,garcia,21_1
11790,politica,21_1
11791,monetaria,21_1
11792,quinto,21_1
11793,lugar,21_1
11794,aumento,21_1
11795,desempleo,21_1
11796,causado,21_1
11797,productividad,21_1
11798,media,21_1
11799,trabajo,21_1
11800,ajustes,21_1
11801,sectoriales,21_1
11802,presencia,21_1
11803,imperfecciones,21_1
11804,mercado,21_1
11805,trabajo,21_1
11806,ejemplo,21_1
11807,depreciacion,21_1
11808,peso,21_1
11809,observada,21_1
11810,deberia,21_1
11811,causar,21_1
11812,aumento,21_1
11813,creacion,21_1
11814,empleos,21_1
11815,sector,21_1
11816,transable,21_1
11817,desmedro,21_1
11818,sector,21_1
11819,transable,21_1
11820,bajo,21_1
11821,escenario,21_1
11822,existencia,21_1
11823,imperfecciones,21_1
11824,mercado,21_1
11825,laboral,21_1
11826,impediria,21_1
11827,mercado,21_1
11828,reasigne,21_1
11829,factor,21_1
11830,trabajo,21_1
11831,productividad,21_1
11832,sector,21_1
11833,comercio,21_1
11834,forma,21_1
11835,eficiente,21_1
11836,expedita,21_1
11837,sectores,21_1
11838,contraen,21_1
11839,productividad,21_1
11840,media,21_1
11841,expanden,21_1
11842,generando,21_1
11843,aumentos,21_1
11844,transitorios,21_1
11845,desocupacion,21_1
11846,probar,21_1
11847,hipotesis,21_1
11848,primero,21_1
11849,debe,21_1
11850,tener,21_1
11851,evidencia,21_1
11852,cambios,21_1
11853,secto,21_1
11854,riales,21_1
11855,mencionados,21_1
11856,carencia,21_1
11857,vacantes,21_1
11858,dificulta,21_1
11859,diagnostico,21_1
11860,aqui,21_1
11861,toma,21_1
11862,camino,21_1
11863,alternativo,21_1
11864,com,21_1
11865,productividad,21_1
11866,sector,21_1
11867,industrial,21_1
11868,parar,21_1
11869,comportamiento,21_1
11870,tiempo,21_1
11871,dispersion,21_1
11872,sectores,21_1
11873,economicos,21_1
11874,relacion,21_1
11875,comportamiento,21_1
11876,agregado,21_1
11877,crecimiento,21_1
11878,desempleo,21_1
11879,dispersion,21_1
11880,hoy,21_1
11881,medida,21_1
11882,versus,21_1
11883,instituto,21_1
11884,nacional,21_1
11885,banco,21_1
11886,previo,21_1
11887,apoyaria,21_1
11888,idea,21_1
11889,economia,21_1
11890,experimenta,21_1
11891,cambio,21_1
11892,sectorial,21_1
11893,general,21_1
11894,dispersion,21_1
11895,aumento,21_1
11896,fuertemente,21_1
11897,perio,21_1
11898,embargo,21_1
11899,hoy,21_1
11900,inferior,21_1
11901,niveles,21_1
11902,relativamente,21_1
11903,indicadores,21_1
11904,empleo,21_1
11905,construccion,21_1
11906,similar,21_1
11907,observada,21_1
11908,razon,21_1
11909,formacion,21_1
11910,bruta,21_1
11911,tasa,21_1
11912,desempleo,21_1
11913,sector,21_1
11914,capital,21_1
11915,fijo,21_1
11916,empleo,21_1
11917,sector,21_1
11918,construccion,21_1
11919,construccion,21_1
11920,sexto,21_1
11921,incertidumbre,21_1
11922,entorno,21_1
11923,futuro,21_1
11924,desenvolvera,21_1
11925,econo,21_1
11926,asociado,21_1
11927,factores,21_1
11928,externos,21_1
11929,economia,21_1
11930,escenario,21_1
11931,internacional,21_1
11932,aspectos,21_1
11933,internos,21_1
11934,relaciona,21_1
11935,reformas,21_1
11936,laborales,21_1
11937,cambios,21_1
11938,institucionales,21_1
11939,incertidumbre,21_1
11940,produce,21_1
11941,inaccion,21_1
11942,entonces,21_1
11943,persistencia,21_1
11944,grados,21_1
11945,mayores,21_1
11946,incertidum,21_1
11947,bre,21_1
11948,posterga,21_1
11949,decisiones,21_1
11950,inversion,21_1
11951,creacion,21_1
11952,empleo,21_1
11953,resumen,21_1
11954,evolucion,21_1
11955,reciente,21_1
11956,economia,21_1
11957,perspectivas,21_1
11958,crecimiento,21_1
11959,indican,21_1
11960,crecimiento,21_1
11961,pib,21_1
11962,gasto,21_1
11963,expandira,21_1
11964,antecedentes,21_1
11965,disponibles,21_1
11966,permiten,21_1
11967,prever,21_1
11968,deficit,21_1
11969,cuenta,21_1
11970,instituto,21_1
11971,nacional,21_1
11972,banco,21_1
11973,corriente,21_1
11974,proximo,21_1
11975,debil,21_1
11976,capacidad,21_1
11977,creacion,21_1
11978,empleo,21_1
11979,actual,21_1
11980,coyuntura,21_1
11981,explicada,21_1
11982,especialmente,21_1
11983,imperfecciones,21_1
11984,economia,21_1
11985,dificultan,21_1
11986,resignacion,21_1
11987,recursos,21_1
11988,pro,21_1
11989,ductivos,21_1
11990,relacion,21_1
11991,remuneraciones,21_1
11992,costos,21_1
11993,laborales,21_1
11994,unitarios,21_1
11995,conempresasn,21_1
11996,aceleracion,21_1
11997,salarios,21_1
11998,nominales,21_1
11999,privados,21_1
12000,reflejado,21_1
12001,dispersion,21_1
12002,sectorial,21_1
12003,tasa,21_1
12004,desocupacion,21_1
12005,clausulas,21_1
12006,indizacion,21_1
12007,automatica,21_1
12008,embargo,21_1
12009,impacto,21_1
12010,infla,21_1
12011,cion,21_1
12012,salarios,21_1
12013,visto,21_1
12014,moderado,21_1
12015,aumento,21_1
12016,productividad,21_1
12017,media,21_1
12018,trabajo,21_1
12019,menores,21_1
12020,reajustes,21_1
12021,sector,21_1
12022,publico,21_1
12023,presiones,21_1
12024,inflacionarias,21_1
12025,generadas,21_1
12026,mercado,21_1
12027,laboral,21_1
12028,estiman,21_1
12029,acotadas,21_1
12030,embargo,21_1
12031,evolucion,21_1
12032,futura,21_1
12033,salarios,21_1
12034,elemento,21_1
12035,deci,21_1
12036,sivo,21_1
12037,determinacion,21_1
12038,velocidad,21_1
12039,reduccion,21_1
12040,desempleo,21_1
12041,banco,21_1
12042,caballero,21_1
12043,hammour,21_1
12044,construyen,21_1
12045,modelo,21_1
12046,teorico,21_1
12047,sigue,21_1
12048,lineas,21_1
12049,abraham,21_1
12050,katz,21_1
12051,utilizan,21_1
12052,metodologia,21_1
12053,similar,21_1
12054,par,21_1
12055,na,21_1
12056,r,21_1
12057,pa,21_1
12058,r,21_1
12059,l,21_1
12060,f,21_1
12061,lescenarios,21_1
12062,ac,21_1
12063,oparanla,21_1
12064,inflacion,21_1
12065,f,21_1
12066,u,21_1
12067,tfutura,21_1
12068,ura,21_1
12069,seccion,21_1
12070,presenta,21_1
12071,evaluacion,21_1
12072,consejo,21_1
12073,perspectivas,21_1
12074,economia,21_1
12075,proximos,21_1
12076,analizada,21_1
12077,reunion,21_1
12078,politica,21_1
12079,monetaria,21_1
12080,entregan,21_1
12081,proyecciones,21_1
12082,acerca,21_1
12083,inflacion,21_1
12084,crecimiento,21_1
12085,economico,21_1
12086,examinan,21_1
12087,riesgo,21_1
12088,importantes,21_1
12089,proyecciones,21_1
12090,suponen,21_1
12091,tasa,21_1
12092,politica,21_1
12093,monetaria,21_1
12094,mantiene,21_1
12095,dentro,21_1
12096,evaluacion,21_1
12097,tasa,21_1
12098,acordada,21_1
12099,reunion,21_1
12100,politica,21_1
12101,mone,21_1
12102,taria,21_1
12103,supuesto,21_1
12104,proyecciones,21_1
12105,condicionales,21_1
12106,conjunto,21_1
12107,eventos,21_1
12108,conforman,21_1
12109,escenario,21_1
12110,proba,21_1
12111,ble,21_1
12112,nueva,21_1
12113,ira,21_1
12114,modificando,21_1
12115,escenario,21_1
12116,proyeccio,21_1
12117,nes,21_1
12118,asociadas,21_1
12119,perspectivas,21_1
12120,presentan,21_1
12121,forma,21_1
12122,intervalos,21_1
12123,confianza,21_1
12124,fin,21_1
12125,reflejar,21_1
12126,riesgo,21_1
12127,enfrentara,21_1
12128,politica,21_1
12129,monetaria,21_1
12130,futuro,21_1
12131,escenario,21_1
12132,supuestos,21_1
12133,principales,21_1
12134,escenario,21_1
12135,internacional,21_1
12136,recientemente,21_1
12137,escenario,21_1
12138,internacional,21_1
12139,sufrido,21_1
12140,modificacion,21_1
12141,sustantiva,21_1
12142,crecimiento,21_1
12143,mundial,21_1
12144,hoy,21_1
12145,estima,21_1
12146,debajo,21_1
12147,previsiones,21_1
12148,previas,21_1
12149,desaceleracion,21_1
12150,pronun,21_1
12151,ciada,21_1
12152,economia,21_1
12153,americana,21_1
12154,traido,21_1
12155,aparejado,21_1
12156,efec,21_1
12157,tos,21_1
12158,menores,21_1
12159,interes,21_1
12160,internacionales,21_1
12161,fortalecimiento,21_1
12162,agrega,21_1
12163,perspectiva,21_1
12164,crudo,21_1
12165,brent,21_1
12166,debajo,21_1
12167,esperado,21_1
12168,crecimiento,21_1
12169,producto,21_1
12170,mundial,21_1
12171,presente,21_1
12172,estima,21_1
12173,levemente,21_1
12174,encima,21_1
12175,proyec,21_1
12176,cion,21_1
12177,ubica,21_1
12178,debajo,21_1
12179,ocurre,21_1
12180,crecimiento,21_1
12181,ponderado,21_1
12182,mercados,21_1
12183,exportaciones,21_1
12184,chilenas,21_1
12185,existe,21_1
12186,consenso,21_1
12187,analistas,21_1
12188,poli,21_1
12189,ticas,21_1
12190,monetaria,21_1
12191,fiscal,21_1
12192,rol,21_1
12193,activo,21_1
12194,prevenir,21_1
12195,recesion,21_1
12196,pronunciada,21_1
12197,perspectivas,21_1
12198,terminos,21_1
12199,intercambio,21_1
12200,similares,21_1
12201,obstante,21_1
12202,resultado,21_1
12203,resulto,21_1
12204,menor,21_1
12205,precio,21_1
12206,crudo,21_1
12207,particu,21_1
12208,lar,21_1
12209,precio,21_1
12210,cobre,21_1
12211,proyecta,21_1
12212,centavos,21_1
12213,dolar,21_1
12214,libra,21_1
12215,proximo,21_1
12216,permite,21_1
12217,proyectar,21_1
12218,mejoramiento,21_1
12219,relacion,21_1
12220,terminos,21_1
12221,intercambio,21_1
12222,proximos,21_1
12223,ocho,21_1
12224,trimestres,21_1
12225,evidente,21_1
12226,dificultad,21_1
12227,pronosticar,21_1
12228,trayectoria,21_1
12229,futura,21_1
12230,petro,21_1
12231,leo,21_1
12232,evolucion,21_1
12233,reciente,21_1
12234,precios,21_1
12235,futuros,21_1
12236,permite,21_1
12237,proyectar,21_1
12238,debajo,21_1
12239,previsto,21_1
12240,espera,21_1
12241,precio,21_1
12242,crudo,21_1
12243,mercados,21_1
12244,internacionales,21_1
12245,mantenga,21_1
12246,llegando,21_1
12247,largo,21_1
12248,crecimiento,21_1
12249,mundial,21_1
12250,proximos,21_1
12251,ocho,21_1
12252,trimestres,21_1
12253,estima,21_1
12254,cercana,21_1
12255,politica,21_1
12256,monetaria,21_1
12257,perspectivas,21_1
12258,flujos,21_1
12259,capitales,21_1
12260,aparecen,21_1
12261,especial,21_1
12262,mente,21_1
12263,promisorias,21_1
12264,acuerdo,21_1
12265,estimaciones,21_1
12266,banco,21_1
12267,inversion,21_1
12268,espera,21_1
12269,premio,21_1
12270,soberano,21_1
12271,mantenga,21_1
12272,proximos,21_1
12273,trimestres,21_1
12274,niveles,21_1
12275,similares,21_1
12276,actuales,21_1
12277,cer,21_1
12278,cano,21_1
12279,reserva,21_1
12280,federal,21_1
12281,inicio,21_1
12282,sorpresivamente,21_1
12283,ciclo,21_1
12284,reducciones,21_1
12285,tasa,21_1
12286,interes,21_1
12287,hoy,21_1
12288,estima,21_1
12289,pronunciado,21_1
12290,compensa,21_1
12291,perspec,21_1
12292,tivas,21_1
12293,menos,21_1
12294,positivas,21_1
12295,spread,21_1
12296,soberano,21_1
12297,economia,21_1
12298,mundial,21_1
12299,proyecciones,21_1
12300,inflacion,21_1
12301,internacional,21_1
12302,varian,21_1
12303,significativamente,21_1
12304,relacion,21_1
12305,ello,21_1
12306,cuanto,21_1
12307,impacto,21_1
12308,menores,21_1
12309,precios,21_1
12310,petroleo,21_1
12311,gradual,21_1
12312,depreciacion,21_1
12313,dolar,21_1
12314,encontraban,21_1
12315,incorporados,21_1
12316,estimaciones,21_1
12317,estima,21_1
12318,precio,21_1
12319,petroleo,21_1
12320,promediara,21_1
12321,barril,21_1
12322,alcanzando,21_1
12323,precios,21_1
12324,cercanos,21_1
12325,barril,21_1
12326,interes,21_1
12327,cambio,21_1
12328,escenario,21_1
12329,supone,21_1
12330,tasa,21_1
12331,politica,21_1
12332,monetaria,21_1
12333,mantiene,21_1
12334,estable,21_1
12335,proximos,21_1
12336,pro,21_1
12337,yeccion,21_1
12338,sino,21_1
12339,supuesto,21_1
12340,metodologico,21_1
12341,permite,21_1
12342,evaluar,21_1
12343,cohe,21_1
12344,rencia,21_1
12345,actual,21_1
12346,politica,21_1
12347,monetaria,21_1
12348,meta,21_1
12349,inflacion,21_1
12350,media,21_1
12351,orienta,21_1
12352,reduccion,21_1
12353,tasa,21_1
12354,politica,21_1
12355,monetaria,21_1
12356,reunion,21_1
12357,anticipada,21_1
12358,mercado,21_1
12359,aprecia,21_1
12360,sostenida,21_1
12361,reduccion,21_1
12362,plazos,21_1
12363,minales,21_1
12364,reales,21_1
12365,refleja,21_1
12366,consolidacion,21_1
12367,expectativas,21_1
12368,inflacion,21_1
12369,menores,21_1
12370,internalizacion,21_1
12371,efec,21_1
12372,actual,21_1
12373,ritmo,21_1
12374,crecimiento,21_1
12375,demanda,21_1
12376,interna,21_1
12377,escenario,21_1
12378,internacional,21_1
12379,presiones,21_1
12380,inflacionarias,21_1
12381,mediano,21_1
12382,escenario,21_1
12383,supone,21_1
12384,tasa,21_1
12385,politica,21_1
12386,monetaria,21_1
12387,mantie,21_1
12388,ne,21_1
12389,estable,21_1
12390,proximos,21_1
12391,evolucion,21_1
12392,cambio,21_1
12393,nominal,21_1
12394,junto,21_1
12395,inflacion,21_1
12396,interna,21_1
12397,cional,21_1
12398,influye,21_1
12399,precios,21_1
12400,bienes,21_1
12401,importables,21_1
12402,condiciones,21_1
12403,competitividad,21_1
12404,externa,21_1
12405,diez,21_1
12406,previos,21_1
12407,reunion,21_1
12408,poli,21_1
12409,tica,21_1
12410,monetaria,21_1
12411,precio,21_1
12412,dolar,21_1
12413,alcanzaba,21_1
12414,cambio,21_1
12415,multilateral,21_1
12416,tcm,21_1
12417,casi,21_1
12418,encima,21_1
12419,tcm,21_1
12420,cambio,21_1
12421,evaluar,21_1
12422,trayectoria,21_1
12423,futura,21_1
12424,cambio,21_1
12425,expectativas,21_1
12426,mercado,21_1
12427,diferencia,21_1
12428,interes,21_1
12429,nominales,21_1
12430,reales,21_1
12431,entregan,21_1
12432,util,21_1
12433,com,21_1
12434,plementan,21_1
12435,analisis,21_1
12436,fundamentos,21_1
12437,detras,21_1
12438,precio,21_1
12439,relativo,21_1
12440,proyeccion,21_1
12441,escenario,21_1
12442,supone,21_1
12443,terminos,21_1
12444,reales,21_1
12445,cambio,21_1
12446,mantiene,21_1
12447,niveles,21_1
12448,cercanos,21_1
12449,actuales,21_1
12450,proximos,21_1
12451,ocho,21_1
12452,trimestres,21_1
12453,perspectiva,21_1
12454,largo,21_1
12455,probabilidad,21_1
12456,cambio,21_1
12457,aprecie,21_1
12458,futuro,21_1
12459,similar,21_1
12460,probabilidad,21_1
12461,depreciacion,21_1
12462,escenarios,21_1
12463,inflacion,21_1
12464,futura,21_1
12465,adicional,21_1
12466,esperado,21_1
12467,cambio,21_1
12468,horizonte,21_1
12469,proyeccion,21_1
12470,similar,21_1
12471,esperado,21_1
12472,supuesto,21_1
12473,existen,21_1
12474,grados,21_1
12475,importantes,21_1
12476,incertidumbre,21_1
12477,acerca,21_1
12478,evolucion,21_1
12479,futura,21_1
12480,variable,21_1
12481,ve,21_1
12482,reflejado,21_1
12483,magnitud,21_1
12484,volatilidad,21_1
12485,tipos,21_1
12486,cambio,21_1
12487,regi,21_1
12488,men,21_1
12489,flotacion,21_1
12490,incertidumbre,21_1
12491,incorpora,21_1
12492,analisis,21_1
12493,balance,21_1
12494,riesgo,21_1
12495,subseccion,21_1
12496,correspondiente,21_1
12497,politica,21_1
12498,fiscal,21_1
12499,proyecciones,21_1
12500,incorpora,21_1
12501,contenida,21_1
12502,presu,21_1
12503,puesto,21_1
12504,aprobado,21_1
12505,coherente,21_1
12506,logro,21_1
12507,superavit,21_1
12508,estructural,21_1
12509,cuentas,21_1
12510,fiscales,21_1
12511,orden,21_1
12512,pib,21_1
12513,gobierno,21_1
12514,bien,21_1
12515,general,21_1
12516,politica,21_1
12517,fiscal,21_1
12518,mantendra,21_1
12519,caracter,21_1
12520,aus,21_1
12521,tero,21_1
12522,dentro,21_1
12523,horizonte,21_1
12524,proyeccion,21_1
12525,proyeccion,21_1
12526,crecimiento,21_1
12527,gasto,21_1
12528,impacto,21_1
12529,macro,21_1
12530,inversion,21_1
12531,superior,21_1
12532,alcanzado,21_1
12533,escenario,21_1
12534,incorpora,21_1
12535,objetivo,21_1
12536,superavit,21_1
12537,fiscal,21_1
12538,tructural,21_1
12539,producto,21_1
12540,potencial,21_1
12541,evolucion,21_1
12542,brecha,21_1
12543,demanda,21_1
12544,producto,21_1
12545,potencial,21_1
12546,juega,21_1
12547,papel,21_1
12548,importante,21_1
12549,juicio,21_1
12550,presiones,21_1
12551,inflacionarias,21_1
12552,futuras,21_1
12553,evaluacion,21_1
12554,comportamiento,21_1
12555,productividad,21_1
12556,producto,21_1
12557,potencial,21_1
12558,basa,21_1
12559,tendencias,21_1
12560,historicas,21_1
12561,ajustadas,21_1
12562,ele,21_1
12563,mentos,21_1
12564,pudieran,21_1
12565,generar,21_1
12566,cambio,21_1
12567,mismas,21_1
12568,variacio,21_1
12569,nes,21_1
12570,tasa,21_1
12571,inversion,21_1
12572,actuales,21_1
12573,niveles,21_1
12574,inversion,21_1
12575,fija,21_1
12576,trayectoria,21_1
12577,esperable,21_1
12578,proximos,21_1
12579,permiten,21_1
12580,anticipar,21_1
12581,expansion,21_1
12582,modera,21_1
12583,da,21_1
12584,stock,21_1
12585,capital,21_1
12586,economia,21_1
12587,espera,21_1
12588,productividad,21_1
12589,factores,21_1
12590,presento,21_1
12591,caida,21_1
12592,largo,21_1
12593,consolide,21_1
12594,proceso,21_1
12595,crecimiento,21_1
12596,positivo,21_1
12597,mostrado,21_1
12598,trimestres,21_1
12599,proceso,21_1
12600,reactivacion,21_1
12601,productividad,21_1
12602,permite,21_1
12603,esperar,21_1
12604,capacidad,21_1
12605,productiva,21_1
12606,economia,21_1
12607,expanda,21_1
12608,cercanas,21_1
12609,proximos,21_1
12610,crecimiento,21_1
12611,oferta,21_1
12612,restriccion,21_1
12613,inmediata,21_1
12614,crecimiento,21_1
12615,demanda,21_1
12616,control,21_1
12617,inflacion,21_1
12618,existen,21_1
12619,recursos,21_1
12620,productivos,21_1
12621,utiliza,21_1
12622,mercado,21_1
12623,laboral,21_1
12624,sentido,21_1
12625,importante,21_1
12626,resto,21_1
12627,mercados,21_1
12628,economia,21_1
12629,grados,21_1
12630,crecientes,21_1
12631,flexibilidad,21_1
12632,forma,21_1
12633,lograr,21_1
12634,asignacion,21_1
12635,eficiente,21_1
12636,recursos,21_1
12637,respuesta,21_1
12638,cambios,21_1
12639,esperados,21_1
12640,precios,21_1
12641,relativos,21_1
12642,deterioro,21_1
12643,flexibilidad,21_1
12644,traer,21_1
12645,consecuencias,21_1
12646,negativas,21_1
12647,tasa,21_1
12648,inversion,21_1
12649,ritmo,21_1
12650,aumento,21_1
12651,produc,21_1
12652,tividad,21_1
12653,empleo,21_1
12654,economia,21_1
12655,disminuiria,21_1
12656,capa,21_1
12657,cidad,21_1
12658,crecimiento,21_1
12659,mediano,21_1
12660,politica,21_1
12661,monetaria,21_1
12662,factores,21_1
12663,transitorios,21_1
12664,precios,21_1
12665,cuarto,21_1
12666,pasado,21_1
12667,precios,21_1
12668,internos,21_1
12669,combustibles,21_1
12670,evolucionaron,21_1
12671,encima,21_1
12672,esperado,21_1
12673,consiguiente,21_1
12674,impacto,21_1
12675,ipc,21_1
12676,recientemente,21_1
12677,petro,21_1
12678,leo,21_1
12679,disminuyo,21_1
12680,fuertemente,21_1
12681,relacion,21_1
12682,alcanzados,21_1
12683,trajo,21_1
12684,consigo,21_1
12685,caidas,21_1
12686,precio,21_1
12687,gasolina,21_1
12688,petroleo,21_1
12689,diesel,21_1
12690,escenario,21_1
12691,precios,21_1
12692,similares,21_1
12693,ob,21_1
12694,servados,21_1
12695,fecha,21_1
12696,coherente,21_1
12697,impacto,21_1
12698,recorte,21_1
12699,produccion,21_1
12700,probablemente,21_1
12701,decrete,21_1
12702,opep,21_1
12703,anticipan,21_1
12704,precios,21_1
12705,futuros,21_1
12706,finalmente,21_1
12707,estima,21_1
12708,movimientos,21_1
12709,precios,21_1
12710,regulados,21_1
12711,neutrales,21_1
12712,comportamiento,21_1
12713,precio,21_1
12714,perecibles,21_1
12715,inflacion,21_1
12716,crecimiento,21_1
12717,economico,21_1
12718,escenario,21_1
12719,crecimiento,21_1
12720,economico,21_1
12721,antecedentes,21_1
12722,disponibles,21_1
12723,senalan,21_1
12724,economia,21_1
12725,nacional,21_1
12726,transito,21_1
12727,trayectoria,21_1
12728,expansion,21_1
12729,velo,21_1
12730,cidad,21_1
12731,menor,21_1
12732,vez,21_1
12733,tasa,21_1
12734,crecimiento,21_1
12735,demanda,21_1
12736,interna,21_1
12737,experimento,21_1
12738,aumento,21_1
12739,radicada,21_1
12740,acumulacion,21_1
12741,existencias,21_1
12742,componentes,21_1
12743,permanentes,21_1
12744,inversion,21_1
12745,fija,21_1
12746,consumo,21_1
12747,manifestaron,21_1
12748,ritmo,21_1
12749,moderado,21_1
12750,crecimiento,21_1
12751,bajo,21_1
12752,actuales,21_1
12753,condiciones,21_1
12754,macroeconomicas,21_1
12755,crecimiento,21_1
12756,economia,21_1
12757,fundamentalmente,21_1
12758,liderado,21_1
12759,exportaciones,21_1
12760,inversion,21_1
12761,lado,21_1
12762,consumidores,21_1
12763,empleo,21_1
12764,comportado,21_1
12765,debajo,21_1
12766,esperado,21_1
12767,principios,21_1
12768,limitado,21_1
